sales_id,customer_id,product_id,employee_id,branch_id,quantity,sale_date,total_sale
61,1029,148,219,4,2,2026-06-06,1300.00
62,1036,111,220,5,5,2026-02-04,2250.00
63,1028,103,215,3,6,2026-05-06,2100.00
64,1097,138,211,2,2,2026-05-15,300.00
65,1053,117,205,5,5,2026-05-08,900.00
66,1058,137,219,2,2,2026-05-05,240.00
67,1016,116,207,3,3,2026-01-17,360.00
68,1045,141,210,1,5,2026-04-07,250.00
69,1084,124,210,2,6,2026-01-12,300.00
70,1013,113,210,2,5,2026-02-17,600.00
71,1069,132,219,1,6,2026-01-02,1500.00
72,1095,111,210,4,5,2026-06-18,2250.00
73,1026,112,203,2,5,2026-02-15,400.00
74,1084,120,219,1,5,2026-03-25,500.00
75,1095,128,215,1,6,2026-02-10,900.00
76,1024,115,214,2,6,2026-03-15,1080.00
77,1099,120,205,3,3,2026-05-10,300.00
78,1032,141,202,1,5,2026-03-28,250.00
79,1023,102,216,2,3,2026-04-22,1260.00
80,1085,123,206,4,5,2026-01-14,750.00
81,1026,101,217,1,6,2026-06-17,1680.00
82,1093,119,218,4,5,2026-01-16,300.00
83,1018,111,208,3,6,2026-02-16,2700.00
84,1038,131,214,5,2,2026-01-20,600.00
85,1043,144,203,4,1,2026-02-17,250.00
86,1023,136,204,4,5,2026-03-08,700.00
87,1005,108,203,1,3,2026-01-03,660.00
88,1013,152,208,3,3,2026-01-15,1050.00
89,1085,121,207,2,4,2026-03-15,320.00
90,1094,152,219,2,1,2026-04-24,350.00
91,1075,106,214,4,3,2026-01-03,360.00
92,1066,152,202,2,4,2026-01-22,1400.00
93,1031,101,217,4,6,2026-03-05,1080.00
94,1065,142,207,2,6,2026-01-07,7200.00
95,1078,146,207,5,3,2026-01-05,900.00
96,1076,152,200,2,4,2026-04-13,1400.00
97,1069,133,203,1,2,2026-06-08,150.00
98,1084,132,217,4,2,2026-01-30,500.00
99,1002,120,207,3,5,2026-05-20,500.00
100,1083,152,215,1,5,2026-03-27,1750.00
101,1010,131,207,3,5,2026-04-12,1500.00
102,1001,123,217,2,2,2026-06-13,300.00
103,1090,139,215,2,4,2026-01-21,400.00
104,1081,110,202,1,6,2026-02-15,1800.00
105,1072,103,205,1,5,2026-05-02,1750.00
106,1089,149,213,5,6,2026-01-14,3300.00
107,1047,129,209,3,6,2026-06-22,1080.00
108,1012,149,211,5,5,2026-05-26,2750.00
109,1063,127,217,4,6,2026-03-12,510.00
110,1028,132,219,2,5,2026-06-23,1250.00
111,1076,109,212,2,1,2026-01-28,70.00
112,1056,138,209,5,3,2026-06-19,450.00
113,1069,140,208,2,3,2026-05-15,240.00
114,1095,118,208,1,1,2026-05-02,220.00
115,1010,102,212,4,6,2026-02-07,2520.00
116,1067,152,213,1,2,2026-02-27,700.00
117,1088,135,216,1,1,2026-02-10,180.00
118,1050,116,207,5,6,2026-04-29,720.00
119,1037,115,209,4,5,2026-03-24,900.00
120,1040,141,200,1,5,2026-06-17,250.00
121,1011,108,203,5,2,2026-03-20,440.00
122,1068,137,210,3,4,2026-03-30,480.00
123,1022,110,213,4,2,2026-05-06,600.00
124,1070,143,208,2,2,2026-01-02,500.00
125,1023,152,205,4,3,2026-05-23,1050.00
126,1051,135,203,3,2,2026-04-16,360.00
127,1094,125,213,4,1,2026-05-18,250.00
128,1017,145,209,2,2,2026-03-23,700.00
129,1098,125,209,5,5,2026-05-05,1250.00
130,1057,133,206,5,1,2026-04-19,75.00
131,1025,140,209,4,1,2026-04-10,80.00
132,1064,135,209,4,6,2026-04-12,1080.00
133,1036,121,218,2,1,2026-02-27,80.00
134,1020,103,209,1,6,2026-02-14,2100.00
135,1050,136,204,5,6,2026-01-11,840.00
136,1080,146,219,5,6,2026-02-04,1800.00
137,1075,141,207,1,4,2026-06-21,200.00
138,1048,141,215,3,4,2026-02-03,200.00
139,1066,101,206,5,4,2026-05-29,720.00
140,1027,116,206,2,4,2026-05-18,480.00
141,1050,117,213,4,2,2026-04-26,360.00
142,1059,110,203,2,6,2026-03-25,1800.00
143,1056,106,212,1,3,2026-02-21,360.00
144,1075,115,214,1,3,2026-04-10,540.00
145,1032,130,215,2,3,2026-01-30,360.00
146,1076,139,206,2,1,2026-01-16,100.00
147,1031,121,209,1,4,2026-05-28,320.00
148,1080,111,210,3,6,2026-06-18,2700.00
149,1072,114,218,2,5,2026-04-28,1250.00
150,1017,141,211,1,3,2026-03-02,150.00
151,1034,111,202,2,1,2026-03-28,450.00
152,1043,112,212,5,4,2026-01-13,320.00
153,1006,115,208,1,5,2026-06-24,900.00
154,1066,141,215,3,1,2026-01-01,50.00
155,1013,133,205,2,5,2026-02-14,375.00
156,1069,144,204,4,2,2026-06-06,500.00
157,1065,114,202,3,3,2026-02-24,750.00
158,1077,101,209,5,3,2026-04-13,540.00
159,1049,135,205,4,6,2026-01-22,1080.00
160,1099,122,204,3,4,2026-01-28,280.00
161,1049,129,215,3,1,2026-05-14,180.00
162,1091,145,206,3,4,2026-04-10,1400.00
163,1007,131,208,3,4,2026-04-17,1200.00
164,1059,126,220,2,4,2026-05-04,1400.00
165,1031,115,214,4,1,2026-01-19,180.00
166,1002,140,200,1,3,2026-06-27,240.00
167,1049,136,216,4,1,2026-03-03,140.00
168,1088,101,203,3,1,2026-06-08,280.00
169,1085,137,210,1,6,2026-05-18,720.00
170,1036,101,216,3,3,2026-06-14,540.00
171,1031,128,208,1,6,2026-06-28,900.00
172,1021,147,206,2,3,2026-05-20,540.00
173,1097,128,215,2,4,2026-05-07,600.00
174,1014,115,208,2,2,2026-04-18,360.00
175,1006,105,215,5,1,2026-06-22,195.00
176,1065,124,206,1,3,2026-02-09,150.00
177,1098,116,212,3,4,2026-04-25,480.00
178,1074,136,204,4,6,2026-05-24,840.00
179,1002,145,200,5,6,2026-03-29,2100.00
180,1054,106,220,4,1,2026-05-02,120.00
181,1032,137,208,3,2,2026-02-15,240.00
182,1025,124,204,3,6,2026-03-28,300.00
183,1097,111,200,1,5,2026-02-04,2250.00
184,1044,146,218,4,6,2026-04-18,1800.00
185,1042,131,220,2,1,2026-04-26,300.00
186,1010,137,214,4,4,2026-03-28,480.00
187,1063,108,210,3,1,2026-04-12,220.00
188,1083,112,214,3,3,2026-05-08,240.00
189,1056,144,205,4,6,2026-03-01,1500.00
190,1061,101,205,3,4,2026-03-21,720.00
191,1027,105,200,3,6,2026-04-24,1680.00
192,1005,102,209,3,6,2026-01-13,2520.00
193,1098,102,220,1,3,2026-04-06,1260.00
194,1054,114,204,5,3,2026-06-11,750.00
195,1044,106,208,4,1,2026-04-20,120.00
196,1055,105,213,4,4,2026-02-15,1120.00
197,1008,103,220,3,2,2026-01-16,700.00
198,1077,124,212,3,4,2026-06-28,200.00
199,1032,120,200,3,1,2026-04-05,100.00
200,1044,133,211,5,2,2026-02-18,150.00
201,1067,135,200,4,5,2026-06-21,900.00
202,1100,138,217,2,4,2026-04-22,600.00
203,1025,113,200,1,4,2026-06-14,480.00
204,1067,105,214,4,6,2026-06-18,1680.00
205,1097,145,213,5,5,2026-01-31,1750.00
206,1060,116,206,2,5,2026-05-17,600.00
207,1031,114,211,5,3,2026-02-01,750.00
208,1076,103,218,2,3,2026-01-03,1050.00
209,1017,136,205,1,3,2026-01-26,420.00
210,1087,106,215,4,2,2026-04-16,240.00
211,1041,139,200,4,6,2026-03-12,600.00
212,1046,135,213,4,1,2026-05-20,180.00
213,1017,142,218,5,6,2026-05-08,7200.00
214,1016,105,208,5,1,2026-01-29,195.00
215,1089,124,203,5,5,2026-06-12,250.00
216,1072,138,214,4,4,2026-02-14,600.00
217,1021,103,217,2,3,2026-03-01,1050.00
218,1062,107,200,3,5,2026-04-20,900.00
219,1075,110,202,4,3,2026-01-19,900.00
220,1012,115,203,5,1,2026-04-22,180.00
221,1056,103,215,1,1,2026-03-26,350.00
222,1089,144,207,1,3,2026-05-23,750.00
223,1009,102,209,5,3,2026-02-16,1260.00
224,1078,152,213,2,1,2026-04-18,350.00
225,1079,133,217,2,6,2026-01-29,450.00
226,1023,138,208,2,1,2026-02-25,150.00
227,1017,106,220,2,4,2026-03-26,480.00
228,1035,102,204,3,3,2026-05-26,1260.00
229,1087,145,215,4,4,2026-03-20,1400.00
230,1002,103,219,4,2,2026-03-09,700.00
231,1070,133,206,4,5,2026-04-02,375.00
232,1046,105,208,3,4,2026-02-11,780.00
233,1087,110,200,3,5,2026-01-02,1500.00
234,1073,127,213,2,3,2026-02-16,255.00
235,1002,101,216,5,6,2026-05-06,1080.00
236,1088,142,215,2,5,2026-06-05,6000.00
237,1057,136,207,2,5,2026-03-11,700.00
238,1011,113,210,5,5,2026-05-18,600.00
239,1091,121,214,3,3,2026-02-04,240.00
240,1081,105,206,4,2,2026-04-26,560.00
241,1056,141,208,4,5,2026-03-01,250.00
242,1041,139,213,4,1,2026-02-22,100.00
243,1062,118,220,4,3,2026-01-16,660.00
244,1071,129,213,5,5,2026-01-20,900.00
245,1047,149,202,5,3,2026-01-30,1650.00
246,1066,113,216,4,6,2026-04-24,720.00
247,1020,141,216,3,3,2026-04-01,150.00
248,1074,133,219,4,5,2026-03-21,375.00
249,1011,118,203,4,2,2026-06-01,440.00
250,1083,101,208,5,6,2026-04-19,1680.00
251,1096,150,216,1,6,2026-03-01,1080.00
252,1035,134,216,4,1,2026-01-29,280.00
253,1036,117,217,4,3,2026-05-09,540.00
254,1049,139,212,1,6,2026-01-14,600.00
255,1009,129,204,2,2,2026-06-21,360.00
256,1020,148,204,5,1,2026-03-15,650.00
257,1020,150,209,4,5,2026-03-10,900.00
258,1085,107,219,2,4,2026-06-18,720.00
259,1079,119,203,3,4,2026-06-10,240.00
260,1064,118,204,2,3,2026-04-10,660.00
261,1012,103,212,3,3,2026-01-15,1050.00
262,1099,143,204,3,1,2026-02-14,250.00
263,1100,137,215,4,4,2026-01-10,480.00
264,1078,145,204,3,3,2026-03-07,1050.00
265,1094,143,214,2,4,2026-02-24,1000.00
266,1039,145,212,2,6,2026-01-17,2100.00
267,1047,135,212,2,4,2026-06-25,720.00
268,1071,107,202,4,1,2026-03-12,180.00
269,1086,136,212,3,4,2026-02-27,560.00
270,1062,129,212,3,2,2026-04-18,360.00
271,1043,152,216,3,1,2026-04-10,350.00
272,1010,132,218,1,4,2026-03-22,1000.00
273,1098,116,208,1,6,2026-02-25,720.00
274,1075,101,211,3,6,2026-03-23,1080.00
275,1074,119,204,2,4,2026-05-30,240.00
276,1038,152,216,2,2,2026-06-26,700.00
277,1019,152,215,5,3,2026-02-03,1050.00
278,1041,101,209,3,5,2026-06-08,900.00
279,1084,121,206,4,6,2026-01-25,480.00
280,1068,145,204,2,1,2026-05-30,350.00
281,1065,105,202,4,5,2026-03-24,975.00
282,1060,127,216,1,4,2026-05-19,340.00
283,1096,150,216,2,2,2026-06-26,360.00
284,1069,115,219,5,1,2026-03-24,180.00
285,1082,140,202,3,6,2026-01-14,480.00
286,1041,117,211,3,2,2026-02-04,360.00
287,1088,124,207,3,2,2026-06-17,100.00
288,1007,146,209,4,4,2026-03-28,1200.00
289,1079,128,218,1,5,2026-03-28,750.00
290,1058,124,220,5,4,2026-06-15,200.00
291,1058,139,214,1,1,2026-01-07,100.00
292,1086,120,215,3,5,2026-06-14,500.00
293,1094,121,206,5,5,2026-03-29,400.00
294,1060,126,220,3,2,2026-06-08,700.00
295,1035,150,216,3,6,2026-01-10,1080.00
296,1052,117,212,4,3,2026-06-29,540.00
297,1094,144,217,5,3,2026-05-23,750.00
298,1018,134,220,4,6,2026-03-27,1680.00
299,1060,146,204,4,1,2026-01-25,300.00
300,1084,137,210,3,1,2026-02-28,120.00
301,1031,105,211,5,4,2026-02-18,780.00
302,1057,141,210,5,1,2026-02-01,50.00
303,1017,116,215,3,3,2026-01-12,360.00
304,1095,146,212,1,3,2026-06-06,900.00
305,1016,145,206,1,5,2026-04-30,1750.00
306,1025,145,218,4,1,2026-01-05,350.00
307,1100,112,216,2,6,2026-06-05,480.00
308,1060,117,215,1,5,2026-02-02,900.00
309,1047,129,214,3,4,2026-01-25,720.00
310,1093,122,208,2,5,2026-03-25,350.00
311,1026,136,220,3,3,2026-03-02,420.00
312,1041,130,210,4,3,2026-05-22,360.00
313,1050,130,212,3,4,2026-03-26,480.00
314,1085,111,205,5,1,2026-02-08,450.00
315,1046,105,203,4,5,2026-03-13,1400.00
316,1069,135,217,3,1,2026-03-25,180.00
317,1061,126,206,3,3,2026-03-23,1050.00
318,1003,112,217,5,2,2026-04-21,160.00
319,1001,137,200,3,1,2026-02-27,120.00
320,1022,123,212,5,6,2026-04-26,900.00
321,1099,143,215,2,5,2026-05-24,1250.00
322,1058,105,211,3,1,2026-06-04,280.00
323,1011,113,204,2,6,2026-02-07,720.00
324,1095,117,218,4,4,2026-06-17,720.00
325,1096,125,218,1,2,2026-02-24,500.00
326,1074,122,213,2,3,2026-03-01,210.00
327,1001,128,215,5,6,2026-01-05,900.00
328,1032,141,212,1,3,2026-01-26,150.00
329,1080,126,208,5,5,2026-01-10,1750.00
330,1055,144,209,1,4,2026-06-14,1000.00
331,1081,106,212,5,6,2026-05-03,720.00
332,1039,135,209,5,6,2026-05-04,1080.00
333,1047,127,214,1,4,2026-03-14,340.00
334,1082,120,214,1,5,2026-05-25,500.00
335,1011,139,207,3,2,2026-04-21,200.00
336,1098,151,207,1,5,2026-05-17,1250.00
337,1095,135,219,5,2,2026-04-25,360.00
338,1011,137,219,3,3,2026-01-02,360.00
339,1097,110,204,5,4,2026-06-20,1200.00
340,1052,131,205,2,5,2026-06-07,1500.00
341,1089,149,218,3,5,2026-02-21,2750.00
342,1093,114,208,5,1,2026-03-01,250.00
343,1030,120,211,1,1,2026-01-12,100.00
344,1073,121,216,2,6,2026-02-28,480.00
345,1010,106,220,2,5,2026-05-18,600.00
346,1056,144,210,5,5,2026-04-14,1250.00
347,1056,149,212,4,1,2026-05-10,550.00
348,1020,144,216,4,6,2026-06-24,1500.00
349,1058,110,208,1,4,2026-04-08,1200.00
350,1025,113,218,3,3,2026-03-09,360.00
351,1042,115,218,3,3,2026-02-05,540.00
352,1004,135,203,4,1,2026-05-03,180.00
353,1008,107,216,5,3,2026-06-19,540.00
354,1053,136,200,2,5,2026-01-29,700.00
355,1100,150,217,2,3,2026-04-24,540.00
356,1042,122,205,5,4,2026-05-18,280.00
357,1095,123,218,3,5,2026-04-29,750.00
358,1059,110,206,4,5,2026-01-08,1500.00
359,1072,139,217,4,1,2026-05-16,100.00
360,1062,136,203,2,3,2026-02-07,420.00
361,1004,117,204,1,6,2026-05-03,1080.00
362,1038,139,211,5,2,2026-04-05,200.00
363,1021,130,202,4,2,2026-06-18,240.00
364,1012,119,204,3,6,2026-04-30,360.00
365,1038,141,216,2,5,2026-01-15,250.00
366,1002,142,217,1,6,2026-01-08,7200.00
367,1026,120,219,4,3,2026-06-13,300.00
368,1034,121,210,1,4,2026-06-03,320.00
369,1085,111,203,2,3,2026-03-31,1350.00
370,1009,139,208,1,1,2026-02-08,100.00
371,1049,129,208,3,1,2026-06-05,180.00
372,1023,120,218,5,2,2026-03-11,200.00
373,1036,111,217,3,1,2026-02-23,450.00
374,1051,120,204,5,3,2026-04-28,300.00
375,1096,119,211,2,3,2026-01-01,180.00
376,1059,148,216,4,6,2026-06-25,3900.00
377,1073,145,200,2,1,2026-03-21,350.00
378,1047,129,219,1,4,2026-01-28,720.00
379,1081,107,206,2,2,2026-02-02,360.00
380,1008,133,212,5,5,2026-01-04,375.00
381,1026,152,200,1,2,2026-03-10,700.00
382,1100,148,207,5,6,2026-01-12,3900.00
383,1045,128,206,1,5,2026-01-06,750.00
384,1042,151,210,4,6,2026-05-30,1500.00
385,1092,115,210,2,6,2026-02-26,1080.00
386,1090,110,212,1,2,2026-03-15,600.00
387,1053,120,216,4,2,2026-04-02,200.00
388,1025,127,210,4,2,2026-06-05,170.00
389,1060,102,208,4,5,2026-04-03,2100.00
390,1095,114,208,3,1,2026-05-05,250.00
391,1026,139,203,3,6,2026-02-27,600.00
392,1063,141,200,3,2,2026-06-14,100.00
393,1091,125,203,4,3,2026-01-02,750.00
394,1049,133,210,4,5,2026-04-17,375.00
395,1015,107,217,3,5,2026-02-24,900.00
396,1043,101,212,3,4,2026-02-09,1120.00
397,1082,140,214,1,6,2026-03-13,480.00
398,1043,134,220,1,4,2026-06-14,1120.00
399,1096,107,203,1,1,2026-02-12,180.00
400,1050,111,206,4,5,2026-06-24,2250.00
401,1021,150,217,4,3,2026-04-04,540.00
402,1054,128,218,2,4,2026-01-01,600.00
403,1085,144,212,4,4,2026-04-15,1000.00
404,1025,137,209,4,2,2026-02-28,240.00
405,1045,151,208,3,2,2026-03-15,500.00
406,1032,136,204,3,1,2026-01-21,140.00
407,1019,134,212,4,5,2026-03-20,1400.00
408,1040,124,200,1,1,2026-06-01,50.00
409,1024,146,202,2,6,2026-03-17,1800.00
410,1084,148,203,5,6,2026-04-04,3900.00
411,1019,134,204,1,3,2026-03-13,840.00
412,1059,122,203,1,2,2026-03-03,140.00
413,1044,125,220,5,3,2026-06-25,750.00
414,1041,130,204,2,3,2026-04-22,360.00
415,1014,127,212,4,5,2026-06-21,425.00
416,1014,149,213,3,5,2026-06-23,2750.00
417,1037,113,214,5,1,2026-03-15,120.00
418,1012,131,217,4,1,2026-01-24,300.00
419,1057,150,200,1,5,2026-06-04,900.00
420,1091,122,212,5,2,2026-02-06,140.00
421,1054,142,215,4,4,2026-01-28,4800.00
422,1075,149,211,4,2,2026-04-11,1100.00
423,1076,111,202,3,5,2026-01-07,2250.00
424,1012,139,220,4,5,2026-04-14,500.00
425,1059,115,216,2,2,2026-06-09,360.00
426,1100,101,206,2,5,2026-02-08,900.00
427,1028,124,203,5,3,2026-03-14,150.00
428,1032,146,202,3,4,2026-06-11,1200.00
429,1021,140,217,1,1,2026-05-09,80.00
430,1059,147,206,1,2,2026-01-26,360.00
431,1065,106,212,3,2,2026-04-26,240.00
432,1017,116,209,2,5,2026-05-27,600.00
433,1098,136,218,1,4,2026-01-08,560.00
434,1091,111,220,1,5,2026-03-18,2250.00
435,1063,102,213,3,5,2026-03-10,2100.00
436,1082,138,203,2,1,2026-01-09,150.00
437,1052,131,202,5,4,2026-06-10,1200.00
438,1056,128,207,2,5,2026-05-07,750.00
439,1049,149,200,3,3,2026-01-29,1650.00
440,1049,151,214,4,5,2026-04-17,1250.00
441,1043,109,206,5,2,2026-04-09,140.00
442,1079,107,203,5,1,2026-01-21,180.00
443,1057,124,207,4,6,2026-02-12,300.00
444,1023,106,215,4,3,2026-03-05,360.00
445,1026,131,202,3,2,2026-05-27,600.00
446,1077,108,211,1,6,2026-04-27,1320.00
447,1096,112,220,3,1,2026-03-02,80.00
448,1025,107,214,2,4,2026-03-12,720.00
449,1054,150,216,3,2,2026-05-16,360.00
450,1054,118,219,1,4,2026-01-27,880.00
451,1096,145,209,1,6,2026-04-22,2100.00
452,1024,109,206,4,6,2026-05-10,420.00
453,1058,120,212,2,6,2026-03-14,600.00
454,1005,148,209,4,1,2026-05-09,650.00
455,1075,107,205,5,2,2026-04-11,360.00
456,1004,150,219,2,2,2026-01-20,360.00
457,1040,136,216,3,5,2026-03-23,700.00
458,1036,110,207,4,3,2026-05-31,900.00
459,1040,124,209,3,2,2026-02-10,100.00
460,1027,101,210,2,5,2026-02-24,900.00
461,1091,105,218,3,3,2026-06-17,840.00
462,1022,124,219,1,1,2026-05-30,50.00
463,1065,151,203,4,1,2026-05-22,250.00
464,1017,133,218,1,5,2026-04-30,375.00
465,1087,139,202,4,3,2026-01-22,300.00
466,1011,144,206,5,3,2026-03-15,750.00
467,1096,150,202,1,6,2026-03-28,1080.00
468,1071,152,212,5,3,2026-02-04,1050.00
469,1077,139,203,4,4,2026-05-30,400.00
470,1011,119,206,4,6,2026-01-08,360.00
471,1053,140,217,5,1,2026-02-17,80.00
472,1011,131,218,1,6,2026-06-06,1800.00
473,1010,106,204,4,6,2026-01-09,720.00
474,1004,126,206,5,5,2026-03-16,1750.00
475,1056,120,217,1,4,2026-02-19,400.00
476,1038,152,206,1,4,2026-02-22,1400.00
477,1049,137,215,2,1,2026-03-30,120.00
478,1007,111,200,2,2,2026-05-21,900.00
479,1085,127,219,2,1,2026-03-24,85.00
480,1022,111,210,5,1,2026-04-18,450.00
481,1079,150,204,4,1,2026-06-03,180.00
482,1063,150,219,3,3,2026-03-20,540.00
483,1055,119,200,2,6,2026-01-06,360.00
484,1063,125,200,1,5,2026-04-22,1250.00
485,1056,111,210,5,2,2026-04-15,900.00
486,1001,122,203,2,3,2026-02-13,210.00
487,1082,108,200,4,4,2026-03-05,880.00
488,1088,147,212,4,4,2026-03-10,720.00
489,1096,136,200,5,5,2026-03-20,700.00
490,1021,147,203,1,2,2026-06-16,360.00
491,1090,115,204,2,4,2026-04-02,720.00
492,1094,139,218,4,4,2026-01-15,400.00
493,1064,144,202,5,5,2026-04-11,1250.00
494,1010,123,213,5,6,2026-03-28,900.00
495,1007,151,216,5,1,2026-05-31,250.00
496,1048,142,211,2,1,2026-06-14,1200.00
497,1069,102,213,3,6,2026-06-19,2520.00
498,1063,134,214,3,1,2026-01-26,280.00
499,1091,122,203,1,1,2026-03-25,70.00
501,1040,109,206,3,6,2026-06-05,420.00
